server_id,forecast_ts,horizon_step,cpu_p50,cpu_q10,cpu_q90,last_cpu
ec2_cpu_utilization_24ae8d,2014-02-28 14:30:00,1,0.13071531057357788,0.10510189831256866,0.13832825422286987,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 14:35:00,2,0.13147872686386108,0.10278188437223434,0.13877364993095398,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 14:40:00,3,0.13087908923625946,0.0989978015422821,0.1372704803943634,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 14:45:00,4,0.1330694705247879,0.09976722300052643,0.1387266367673874,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 14:50:00,5,0.13170969486236572,0.09665809571743011,0.13751102983951569,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 14:55:00,6,0.13431565463542938,0.09747236222028732,0.13993161916732788,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:00:00,7,0.13197816908359528,0.09378586709499359,0.1374056041240692,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:05:00,8,0.1324135959148407,0.09273266047239304,0.13842470943927765,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:10:00,9,0.1316228210926056,0.09067308902740479,0.13734234869480133,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:15:00,10,0.13361714780330658,0.09180913865566254,0.13905078172683716,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:20:00,11,0.13431797921657562,0.09143246710300446,0.1405295878648758,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:25:00,12,0.13178707659244537,0.08807745575904846,0.13814298808574677,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:30:00,13,0.12960703670978546,0.08280956000089645,0.13803373277187347,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:35:00,14,0.13116520643234253,0.08485722541809082,0.13878482580184937,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:40:00,15,0.129750594496727,0.08148923516273499,0.13844898343086243,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:45:00,16,0.13158275187015533,0.08244767040014267,0.1398916393518448,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:50:00,17,0.13239958882331848,0.0829925686120987,0.1394662708044052,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 15:55:00,18,0.1327780932188034,0.08304564654827118,0.13967770338058472,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:00:00,19,0.13139647245407104,0.07816627621650696,0.14069269597530365,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:05:00,20,0.13173235952854156,0.07624940574169159,0.1423705816268921,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:10:00,21,0.13096705079078674,0.07549138367176056,0.14049972593784332,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:15:00,22,0.13076357543468475,0.07618847489356995,0.13836832344532013,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:20:00,23,0.13237838447093964,0.07678927481174469,0.13980838656425476,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:25:00,24,0.13175652921199799,0.07447133958339691,0.14145614206790924,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:30:00,25,0.12986484169960022,0.07068903744220734,0.13983172178268433,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:35:00,26,0.13055768609046936,0.07084782421588898,0.14159797132015228,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:40:00,27,0.13009324669837952,0.06969097256660461,0.1402088701725006,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:45:00,28,0.13159412145614624,0.07194256782531738,0.14136902987957,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:50:00,29,0.13139358162879944,0.07129712402820587,0.14061014354228973,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 16:55:00,30,0.13361139595508575,0.07145772874355316,0.14529365301132202,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:00:00,31,0.1316842883825302,0.0678291916847229,0.14372822642326355,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:05:00,32,0.13213638961315155,0.06980854272842407,0.1438002586364746,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:10:00,33,0.13054430484771729,0.06841933727264404,0.14035598933696747,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:15:00,34,0.13298796117305756,0.07015539705753326,0.14379601180553436,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:20:00,35,0.13367511332035065,0.07278122007846832,0.14258618652820587,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:25:00,36,0.13060908019542694,0.06841406226158142,0.1415347009897232,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:30:00,37,0.12865589559078217,0.06563013046979904,0.14051766693592072,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:35:00,38,0.1301763355731964,0.06677117198705673,0.1421857327222824,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:40:00,39,0.12855851650238037,0.06490889936685562,0.14189781248569489,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:45:00,40,0.13005486130714417,0.0670941025018692,0.14198634028434753,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:50:00,41,0.13067074120044708,0.06562288850545883,0.1430288553237915,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 17:55:00,42,0.1316375732421875,0.06803376972675323,0.1427406668663025,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 18:00:00,43,0.12954340875148773,0.06448235362768173,0.14136771857738495,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 18:05:00,44,0.13087822496891022,0.06491321325302124,0.142284095287323,0.1340000033378601
ec2_cpu_utilization_24ae8d,2014-02-28 18:10:00,45,0.12949571013450623,0.06317296624183655,0.14022232592105865,0.1340000033378601
