timestamp,timesfm_p50_transactions,timesfm_q10_transactions,timesfm_q90_transactions,uncertainty_band,app_nodes_needed_q90,fraud_analysts_needed_q90,expected_utilization_p50,estimated_p95_latency_ms,downtime_risk_flag,load_index_vs_recent_7d,resource_action
2024-12-31 00:00:00,37.46667,29.52541,45.46594,15.940529,1,1,0.08325926868162437,91.18940873543026,low,-0.028641904,hold_shift_coverage
2024-12-31 01:00:00,37.494392,29.448212,45.621296,16.173084,1,1,0.0833208718037748,91.19125756658704,low,-0.027923202,hold_shift_coverage
2024-12-31 02:00:00,37.524036,29.445396,45.70213,16.256733,1,1,0.08338674738685324,91.19323628706341,low,-0.027154652,hold_shift_coverage
2024-12-31 03:00:00,37.553913,29.462536,45.714752,16.252216,1,1,0.08345314007333764,91.19523228046265,low,-0.026380071,hold_shift_coverage
2024-12-31 04:00:00,37.60224,29.52248,45.746292,16.223812,1,1,0.08356053651678388,91.19846468809305,low,-0.025127113,hold_shift_coverage
2024-12-31 05:00:00,37.631916,29.532902,45.78315,16.250248,1,1,0.08362647991670244,91.20045171212038,low,-0.024357773,hold_shift_coverage
2024-12-31 06:00:00,37.63766,29.532036,45.77914,16.247105,1,1,0.08363924643685636,91.20083659551332,low,-0.02420883,hold_shift_coverage
2024-12-31 07:00:00,37.64391,29.58641,45.735386,16.148975,1,1,0.08365313193487238,91.20125528707884,low,-0.024046833,hold_shift_coverage
2024-12-31 08:00:00,37.686474,29.590202,45.824936,16.234734,1,1,0.08374771947263962,91.20410943404428,low,-0.022943312,hold_shift_coverage
2024-12-31 09:00:00,37.70463,29.58107,45.864853,16.283783,1,1,0.08378807049251523,91.20532809207396,low,-0.022472551,hold_shift_coverage
2024-12-31 10:00:00,37.709232,29.591831,45.850155,16.258324,1,1,0.08379829388116439,91.20563695543909,low,-0.022353277,hold_shift_coverage
2024-12-31 11:00:00,37.688183,29.636805,45.771904,16.1351,1,1,0.08375151721568673,91.20422410374344,low,-0.022899006,hold_shift_coverage
2024-12-31 12:00:00,37.653763,29.624176,45.735638,16.111462,1,1,0.0836750282971284,91.2019156868127,low,-0.023791377,hold_shift_coverage
2024-12-31 13:00:00,37.64561,29.500164,45.833412,16.333248,1,1,0.08365691272370947,91.20136930303114,low,-0.024002723,hold_shift_coverage
2024-12-31 14:00:00,37.586407,29.492851,45.713867,16.221016,1,1,0.08352534805386294,91.1974050854918,low,-0.025537645,hold_shift_coverage
2024-12-31 15:00:00,37.53706,29.439034,45.665035,16.226002,1,1,0.08341568822337747,91.19410613369743,low,-0.02681701,hold_shift_coverage
2024-12-31 16:00:00,37.51004,29.449112,45.60486,16.155746,1,1,0.08335564488854996,91.19230183960623,low,-0.027517516,hold_shift_coverage
2024-12-31 17:00:00,37.481762,29.423927,45.568604,16.144676,1,1,0.08329280410906721,91.1904150131873,low,-0.028250657,hold_shift_coverage
2024-12-31 18:00:00,37.426632,29.293152,45.571136,16.277985,1,1,0.08317029298737764,91.18674105450016,low,-0.029679954,hold_shift_coverage
2024-12-31 19:00:00,37.42581,29.257914,45.58151,16.323595,1,1,0.08316847040979923,91.18668644253319,low,-0.029701218,hold_shift_coverage
2024-12-31 20:00:00,37.405373,29.280388,45.551277,16.27089,1,1,0.08312305008112413,91.18532588670125,low,-0.030231122,hold_shift_coverage
2024-12-31 21:00:00,37.43597,29.36567,45.50841,16.142742,1,1,0.08319104494045654,91.18736296172496,low,-0.029437847,hold_shift_coverage
2024-12-31 22:00:00,37.45027,29.41,45.530067,16.120068,1,1,0.08322282560716109,91.18831571501754,low,-0.029067073,hold_shift_coverage
2024-12-31 23:00:00,37.45132,29.361946,45.57774,16.215794,1,1,0.08322515681104045,91.18838561798722,low,-0.029039877,hold_shift_coverage
2025-01-01 00:00:00,37.281174,29.270058,45.32676,16.056702,1,1,0.08284705249601697,91.17707601616816,low,-0.03345109,hold_shift_coverage
2025-01-01 01:00:00,37.32703,29.157116,45.523872,16.366756,1,1,0.0829489557754129,91.18011850239596,low,-0.03226222,hold_shift_coverage
2025-01-01 02:00:00,37.365597,29.345871,45.38104,16.035168,1,1,0.0830346593071235,91.18268050426624,low,-0.031262346,hold_shift_coverage
2025-01-01 03:00:00,37.394024,29.312162,45.479324,16.167162,1,1,0.08309783069370187,91.18457079855764,low,-0.030525347,hold_shift_coverage
2025-01-01 04:00:00,37.426247,29.329536,45.533627,16.20409,1,1,0.08316943679977104,91.1867153994122,low,-0.029689943,hold_shift_coverage
2025-01-01 05:00:00,37.468914,29.4128,45.484222,16.071423,1,1,0.08326425321937371,91.18955827530617,low,-0.028583752,hold_shift_coverage
2025-01-01 06:00:00,37.483994,29.42419,45.53796,16.11377,1,1,0.0832977632155015,91.19056385599633,low,-0.028192801,hold_shift_coverage
2025-01-01 07:00:00,37.507156,29.384453,45.564518,16.180065,1,1,0.08334923619715795,91.1921093437049,low,-0.027592283,hold_shift_coverage
2025-01-01 08:00:00,37.52545,29.480497,45.55939,16.078894,1,1,0.08338989239281412,91.19333079737491,low,-0.027117962,hold_shift_coverage
2025-01-01 09:00:00,37.549847,29.451859,45.58615,16.134293,1,1,0.08344410347939071,91.19496050651125,low,-0.026485499,hold_shift_coverage
2025-01-01 10:00:00,37.533516,29.423672,45.588993,16.165321,1,1,0.0834078129928177,91.19386940265387,low,-0.026908888,hold_shift_coverage
2025-01-01 11:00:00,37.49771,29.400045,45.56165,16.161604,1,1,0.08332824688513862,91.1914790081406,low,-0.02783716,hold_shift_coverage
2025-01-01 12:00:00,37.468647,29.341022,45.5531,16.212078,1,1,0.08326365982202259,91.1895404724236,low,-0.028590674,hold_shift_coverage
2025-01-01 13:00:00,37.44142,29.294033,45.54163,16.247597,1,1,0.08320315872352423,91.18772607387866,low,-0.029296521,hold_shift_coverage
2025-01-01 14:00:00,37.4064,29.258184,45.522728,16.264544,1,1,0.0831253304223734,91.18539417432324,low,-0.030204518,hold_shift_coverage
2025-01-01 15:00:00,37.365276,29.263752,45.448627,16.184875,1,1,0.08303394723030216,91.18265920561386,low,-0.031270653,hold_shift_coverage
2025-01-01 16:00:00,37.314873,29.159569,45.448868,16.289299,1,1,0.08292193924172729,91.1793114795781,low,-0.032577414,hold_shift_coverage
2025-01-01 17:00:00,37.26975,29.171255,45.330727,16.159472,1,1,0.0828216635664944,91.17631862902662,low,-0.033747297,hold_shift_coverage
2025-01-01 18:00:00,37.243114,29.113316,45.324276,16.21096,1,1,0.08276247641927349,91.17455398545023,low,-0.034437813,hold_shift_coverage
2025-01-01 19:00:00,37.22927,29.121681,45.306744,16.185062,1,1,0.08273171300517085,91.17363733335128,low,-0.034796722,hold_shift_coverage
2025-01-01 20:00:00,37.217472,29.128468,45.29584,16.167374,1,1,0.08270549331935671,91.17285636583465,low,-0.035102617,hold_shift_coverage
